id,campaign,model,time
9896,PRJ_BQP_4K PRJ_Q221,TK700STi,2021/6/8 22:57
9897,PRJ_BQP_4K PRJ_Q221,TK700STi,2021/6/8 23:00
9898,PRJ_BQP_4K PRJ_Q221,TK700STi,2021/6/8 23:04
9899,PRJ_BQP_4K PRJ_Q221,TK700STi,2021/6/8 23:08
9900,PRJ_BQP_4K PRJ_Q221,TK700STi,2021/6/8 23:15
9901,PRJ_BQA_ATV projector_2020 2H,HT3550i,2021/6/9 13:21
9902,PRJ_BQP_4K PRJ_Q221,TK700STi,2021/6/9 14:43
9903,ESD_BQP_XL-K_Q221,XL2411K,2021/6/9 14:56
9904,PRJ_BQP_4K PRJ_Q221,TK700STi,2021/6/9 16:36
9905,LCD_BQuk_Gaming Monitor_2021 1H,EX3415R,2021/6/9 16:48
9906,ESD_BQP_XL-K_Q221,XL2546K,2021/6/9 18:35
9907,ESD_BQE_Zowie XL-Series Monitor,XL2546K,2021/6/9 18:36
9908,PRJ_BQE_Home Entertainment,TK850i,2021/6/9 20:48
9909,PRJ_BQE_Home Entertainment,X1300i,2021/6/9 21:11
9911,ESD_BQE_Zowie XL-Series Monitor,XL2546K,2021/6/9 22:16
9912,ESD_BQE_Zowie XL-Series Monitor,XL2546K,2021/6/9 22:21
